"","city","state"
"2434","MAYSVILLE","16"
"134657","SALISBURY","20"
"7574","BRIDGE CITY","42"
"7153","PULASKI","41"
"9265","CORTEZ","5"
"4354","BUTLER","29"
"8388","KETCHIKAN","50"
"80559","SCOTIA VILLAGE","31"
"7956","SHELTON","46"
"7127","MANCHESTER","41"
"5194","SMITHFIELD","32"
"2706","MOUNT RAINIER","19"
"7276","HARKER HEIGHTS","42"
"3094","HILLSDALE","21"
"1755","JERSEYVILLE","12"
"5509","LOVELAND","34"
"769","ANDERSON","4"
"119","ATMORE","1"
"5929","NEWPORT","36"
"1374","DOUGLASVILLE","10"
"7052","SENECA","39"
"7479","SAN JUAN","42"
"28902","HOLLY SPRINGS","23"
"8393","SITKA","50"
"7536","BELLMEAD","42"
"6326","SANDY TOWNSHIP","37"
"494","FORTUNA","4"
"1189","CRESTVIEW","9"
"2469","FRANKLIN","16"
"3984","FRANKLIN","28"
"8168","RICE LAKE","48"
"3490","GRAND RAPIDS","22"
"32646","DICKINSON","42"
"7528","LIBERTY","42"
"1449","CEDARTOWN","10"
"1196","OCOEE","9"
"345","WYNNE","3"
"41599","MIDDLEBURY","44"
"5593","TROTWOOD","34"
"3414","HAM LAKE","22"
"2542","COVINGTON","17"
"1144","AVON PARK","9"
"201746","BRIMFIELD TOWNSHIP","34"
"9196","FEDERAL HEIGHTS","5"
"6","LEEDS","1"
"3219","GREENVILLE","21"
"8179","PORTAGE","48"
"3060","CHARLOTTE","21"
"1122","ATLANTIC BEACH","9"
"2714","EASTON","19"
"289","WINSLOW","2"
"245943","D'IBERVILLE","23"
"7322","LOCKHART","42"
"1222","LANTANA","9"
"7032","CLINTON","39"
"2811","MONTAGUE","20"
"5468","HILLIARD","34"
"875","CRAIG","5"
"315","MOUNTAIN HOME","3"
"7705","CENTERVILLE","43"
"3574","WASECA","22"
"2626","SKOWHEGAN","18"
"266","AVONDALE","2"
"8461","VALLEY","1"
"3646","INDIANOLA","23"
"7163","SODDY-DAISY","41"
"7132","GOODLETTSVILLE","41"
"7743","PAYSON","43"
"41171","SEAGOVILLE","42"
"5274","ROCKINGHAM","32"
"11483","PENNFIELD TOWNSHIP","21"
"5177","DUNN","32"
"1877","OLNEY","12"
"2524","DENHAM SPRINGS","17"
"798","OAKDALE","4"
"5725","CLINTON","35"
"1269","LAKE WALES","9"
"14709","EAST WHITELAND TOWNSHIP","37"
"5528","NAPOLEON","34"
"5111","KINGS MOUNTAIN","32"
"55","JACKSONVILLE","1"
"5051","GRAHAM","32"
"5063","WASHINGTON","32"
"1180","PALMETTO","9"
"58","OXFORD","1"
"105484","SOCORRO","30"
"5145","TARBORO","32"
"5227","SOUTHERN PINES","32"
"10259","BETHALTO","12"
"6965","BEAUFORT","39"
"7428","KILGORE","42"
"3976","MILFORD","28"
"451","OROVILLE","4"
"2471","CAMPBELLSVILLE","16"
"7202","LEWISBURG","41"
"7304","CLUTE","42"
"11980","SAINT PETER","22"
"2742","SANDWICH","20"
"80549","POTSDAM VILLAGE","31"
"2685","HAVRE DE GRACE","19"
"1195","MAITLAND","9"
"1145","SEBRING","9"
"3600","WEST POINT","23"
"1401","CAIRO","10"
"1481","MONROE","10"
"2669","WESTMINSTER","19"
"3919","ELKO","27"
"7221","MURFREESBORO","41"
"9273","FORT MORGAN","5"
"7680","RAYMONDVILLE","42"
"1928","LOCKPORT","12"
"3017","COLDWATER","21"
"723","PASO ROBLES","4"
"7222","SMYRNA","41"
"357","MALVERN","3"
"57076","UWCHLAN TOWNSHIP","37"
"3957","HANOVER","28"
"8362","RIVERTON","49"
"1096","LAKE CITY","9"
"8000","SUNNYSIDE","46"
"1925","CREST HILL","12"
"3504","HUTCHINSON","22"
"1184","STUART","9"
"7088","VERMILLION","40"
"7170","BROWNSVILLE","41"
"4030","HAMILTON TOWNSHIP","29"
"3318","STURGIS","21"
"258458","FOSTORIA","34"
"3512","WORTHINGTON","22"
"806","RED BLUFF","4"
"324","HARRISON","3"
"3710","LEBANON","24"
"7261","ANDREWS","42"
"8880","CLEARLAKE","4"
"5671","LEBANON","34"
"7405","RICHMOND","42"
"1272","PALATKA","9"
"7049","NEWBERRY","39"
"7019","CONWAY","39"
"1301","HOLLY HILL","9"
"3629","BROOKHAVEN","23"
"4517","SILVER CITY","30"
"828","MARYSVILLE","4"
"4317","FREEHOLD","29"
"1605","SUMMIT","12"
"301","APACHE JUNCTION","2"
"7469","DONNA","42"
"3404","CADILLAC","21"
"1444","COVINGTON","10"
"4528","DEMING","30"
"7464","ATHENS","42"
"7725","SOUTH SALT LAKE","43"
"7185","LAWRENCEBURG","41"
"3675","EXCELSIOR SPRINGS","24"
"7722","MIDVALE","43"
"4341","RED BANK","29"
"7208","UNION CITY","41"
"7039","WEST COLUMBIA","39"
"1474","VIDALIA","10"
"1364","CORDELE","10"
"5553","AMHERST","34"
"4819","CANANDAIGUA","31"
"9259","STERLING","5"
"4018","SOMERSWORTH","28"
"1114","SOUTH MIAMI","9"
"3419","BEMIDJI","22"
"4515","ARTESIA","30"
"7672","EL CAMPO","42"
"549","HAWAIIAN GARDENS","4"
"3996","HAMPTON","28"
"7036","CAYCE","39"
"867","DURANGO","5"
"12114","PICAYUNE","23"
"536","COMMERCE","4"
"1366","BAINBRIDGE","10"
"3426","CLOQUET","22"
"1265","HAINES CITY","9"
"1993","WARSAW","13"
"2208","MERRIAM","15"
"5670","FRANKLIN","34"
"7916","MOSES LAKE","46"
"1357","DOUGLAS","10"
"7244","MCMINNVILLE","41"
"2198","OTTAWA","15"
"1238","NEW PORT RICHEY","9"
"6291","COATESVILLE","37"
"7220","SPRINGFIELD","41"
"5397","URBANA","34"
"7650","MOUNT PLEASANT","42"
"2675","CAMBRIDGE","19"
"3607","GRENADA","23"
"7907","KELSO","46"
"76125","DANA POINT","4"
"7324","PORT LAVACA","42"
"1051","COCOA BEACH","9"
"7670","BRENHAM","42"
"2467","GEORGETOWN","16"
"7954","CENTRALIA","46"
"3501","MARSHALL","22"
"102883","WASHINGTON","13"
"1246","GULFPORT","9"
"7191","ATHENS","41"
"7598","HENDERSON","42"
"3960","LEBANON","28"
"7847","FRONT ROYAL","45"
"1432","HINESVILLE","10"
"166019","NORTH ST. PAUL","22"
"919","CLINTON","6"
"2547","ABBEVILLE","17"
"3434","BRAINERD","22"
"7952","ELLENSBURG","46"
"7625","FOREST HILL","42"
"2683","ABERDEEN","19"
"4114","BURLINGTON TOWNSHIP","29"
"12117","MCCOMB","23"
"32333","YANKTON","40"
"7682","ROUND ROCK","42"
"5608","CIRCLEVILLE","34"
"9672","SAINT AUGUSTINE","9"
"7084","HURON","40"
"7255","LEBANON","41"
"13940","BELLEFONTAINE","34"
"230","JASPER","1"
"3592","CORINTH","23"
"294","CASA GRANDE","2"
"1061","DANIA","9"
"7476","MERCEDES","42"
"5702","DURANT","35"
"7093","PIERRE","40"
"41","EUFAULA","1"
"3729","MOBERLY","24"
"3515","FERGUS FALLS","22"
"923","DERBY","6"
"3362","PITTSFIELD TOWNSHIP","21"
"181","ALBERTVILLE","1"
"617","UKIAH","4"
"10523","BOONE","14"
"8218","WATERTOWN","48"
"7335","JACKSONVILLE","42"
"7562","DUMAS","42"
"5369","WILLISTON","33"
"5284","REIDSVILLE","32"
"3158","GRANDVILLE","21"
"572","PALMDALE","4"
"1683","RIVERDALE","12"
"7483","LEVELLAND","42"
"7121","ELIZABETHTON","41"
"7514","TERRELL","42"
"219","SYLACAUGA","1"
"196","TROY","1"
"5310","MONROE","32"
"3672","BELTON","24"
"854","CANON CITY","5"
"96","OZARK","1"
"7485","SULPHUR SPRINGS","42"
"8007","MARTINSBURG","47"
"405","FORREST CITY","3"
"1157","LEESBURG","9"
"7881","RADFORD","45"
"1594","CHICAGO RIDGE","12"
"5311","HENDERSON","32"
"7108","SHELBYVILLE","41"
"4037","PLEASANTVILLE","29"
"7157","GREENEVILLE","41"
"7090","MITCHELL","40"
"119149","THIBODAUX","17"
"7416","LA MARQUE","42"
"223","ALEXANDER CITY","1"
"1472","TIFTON","10"
"1296","DE LAND","9"
"145","SCOTTSBORO","1"
"7303","ANGLETON","42"
"7737","TOOELE","43"
"7991","LACEY","46"
"674","BANNING","4"
"1330","CARROLLTON","10"
"1408","GAINESVILLE","10"
"7406","ROSENBERG","42"
"4541","LAS VEGAS CITY","30"
"5952","PENDLETON","36"
"15740","BALCH SPRINGS","42"
"7368","LANCASTER","42"
"7578","MINERAL WELLS","42"
"5200","SANFORD","32"
"4219","GLASSBORO","29"
"5120","NEW BERN","32"
"586","SANTA FE SPRINGS","4"
"7394","WAXAHACHIE","42"
"5877","OREGON CITY","36"
"5112","SHELBY","32"
"1260","BARTOW","9"
"2266","LIBERAL","15"
"496","BRAWLEY","4"
"5736","CHICKASHA","35"
"6925","CENTRAL FALLS","38"
"5356","MANDAN","33"
"3405","ANOKA","22"
"355","PARAGOULD","3"
"5576","MEDINA","34"
"1205","KISSIMMEE","9"
"37083","AUBURN HILLS","21"
"5827","ADA","35"
"3931","LACONIA","28"
"1124","JACKSONVILLE BEACH","9"
"7695","BRIGHAM CITY","43"
"7137","DYERSBURG","41"
"2199","JUNCTION CITY","15"
"1429","DUBLIN","10"
"3493","WILLMAR","22"
"7260","PALESTINE","42"
"7340","MCKINNEY","42"
"1050","COCOA","9"
"53473","NATCHITOCHES","17"
"4375","MORRISTOWN","29"
"832","COMMERCE CITY","5"
"2202","NEWTON","15"
"3537","FARIBAULT","22"
"2725","SALISBURY","19"
"590","SOUTH EL MONTE","4"
"3378","HAMTRAMCK","21"
"119174","HAMMOND","17"
"7236","GALLATIN","41"
"7914","PASCO","46"
"7900","WENATCHEE","46"
"7901","PORT ANGELES","46"
"6302","WEST CHESTER","37"
"7022","MYRTLE BEACH","39"
"77","ENTERPRISE","1"
"5246","JACKSONVILLE","32"
"691","BARSTOW","4"
"5459","DELAWARE","34"
"5630","SIDNEY","34"
"42962","VICTORVILLE","4"
"9766","DECATUR","10"
"908","ANSONIA","6"
"2183","PITTSBURG","15"
"1806","ZION","12"
"7433","SEGUIN","42"
"1186","KEY WEST","9"
"7560","CONROE","42"
"2638","SANFORD","18"
"4187","BRIDGETON","29"
"5275","LUMBERTON","32"
"3","MOUNTAIN BROOK","1"
"4529","GALLUP","30"
"2196","GARDEN CITY","15"
"33","PRATTVILLE","1"
"1146","PLANT CITY","9"
"5191","STATESVILLE","32"
"93101","LAKE ELSINORE","4"
"3992","DERRY","28"
"7506","CLEBURNE","42"
"48645","SWATARA TOWNSHIP","37"
"51442","EAST PALO ALTO","4"
"4028","EGG HARBOR TOWNSHIP","29"
"5679","WOOSTER","34"
"7349","COPPERAS COVE","42"
"8387","JUNEAU","50"
"7161","EAST RIDGE","41"
"7159","MORRISTOWN","41"
"2634","BIDDEFORD","18"
"466","SAN PABLO","4"
"7013","GREENWOOD","39"
"1101","HOMESTEAD","9"
"5582","PIQUA","34"
"7890","WINCHESTER","45"
"3642","PEARL","23"
"1081","OAKLAND PARK","9"
"9916","COEUR D'ALENE","11"
"474","SOUTH LAKE TAHOE","4"
"1354","SMYRNA","10"
"1286","SANFORD","9"
"1460","GRIFFIN","10"
"1486","DALTON","10"
"164174","DELAND","9"
"1912","EAST PEORIA","12"
"1271","WINTER HAVEN","9"
"2428","RICHMOND","16"
"3284","HOLLAND","21"
"379","TEXARKANA","3"
"3943","KEENE","28"
"4820","MIDDLETOWN","31"
"679","INDIO","4"
"4017","ROCHESTER","28"
"3509","AUSTIN","22"
"7567","CORSICANA","42"
"604","MADERA","4"
"80537","SPRING VALLEY VILLAGE","31"
"7490","GREENVILLE","42"
"159","OPELIKA","1"
"3874","NORTH PLATTE","26"
"416","SPRINGDALE","3"
"8386","FAIRBANKS","50"
"695","MONTCLAIR","4"
"7487","BIG SPRING","42"
"7203","COLUMBIA","41"
"1760","CARPENTERSVILLE","12"
"996","DOVER","7"
"5709","ARDMORE","35"
"4821","NEWBURGH","31"
"7937","KENT","46"
"108829","CITY OF SEATAC","46"
"7234","BRISTOL","41"
"1752","CARBONDALE","12"
"7461","MARSHALL","42"
"3809","HELENA","25"
"7723","MURRAY","43"
"4530","ALAMOGORDO","30"
"1475","LA GRANGE","10"
"492","EUREKA","4"
"5144","ROCKY MOUNT","32"
"3917","HENDERSON","27"
"7076","SUMTER","39"
"2370","HENDERSON","16"
"4516","CARLSBAD","30"
"7992","WALLA WALLA","46"
"1509","NAMPA","11"
"4190","MILLVILLE","29"
"178318","SEATAC","46"
"200","PHENIX CITY","1"
"2929","CHELSEA","20"
"2543","SLIDELL","17"
"124372","BURIEN","46"
"1212","RIVIERA BEACH","9"
"4710","WATERTOWN","31"
"7932","AUBURN","46"
"5828","SHAWNEE","35"
"164452","LAGRANGE","10"
"1210","LAKE WORTH","9"
"7114","CLEVELAND","41"
"2321","HOPKINSVILLE","16"
"4521","HOBBS","30"
"399","JACKSONVILLE","3"
"4335","NEPTUNE TOWNSHIP","29"
"4639","POUGHKEEPSIE","31"
"3422","MANKATO","22"
"4327","LONG BRANCH","29"
"5487","FAIRBORN","34"
"9261","GRAND JUNCTION","5"
"7628","HALTOM CITY","42"
"1386","ROME","10"
"1176","BRADENTON","9"
"7908","LONGVIEW","46"
"6680","NORRISTOWN","37"
"7000","FLORENCE","39"
"1353","MARIETTA","10"
"2545","HOUMA","17"
"871","LOVELAND","5"
"7425","SHERMAN","42"
"1064","HALLANDALE","9"
"7235","KINGSPORT","41"
"4512","CLOVIS","30"
"4539","FARMINGTON","30"
"7299","TEXARKANA","42"
"7629","HURST","42"
"680","PALM SPRINGS","4"
"1041","PANAMA CITY","9"
"3562","SAINT CLOUD","22"
"7950","BREMERTON","46"
"1276","FORT PIERCE","9"
"1209","DELRAY BEACH","9"
"1208","BOYNTON BEACH","9"
"13846","LANCASTER","34"
"694","FONTANA","4"
"252","FLAGSTAFF","2"
"3022","BATTLE CREEK","21"
"7082","ROCK HILL","39"
"958","NORWICH","6"
"1181","OCALA","9"
"1433","VALDOSTA","10"
"1167","FORT MYERS","9"
"3704","JOPLIN","24"
"4294","PERTH AMBOY","29"
"2944","FITCHBURG","20"
"5049","BURLINGTON","32"
"2478","BOWLING GREEN","16"
"2252","HUTCHINSON","15"
"4292","NEW BRUNSWICK","29"
"3610","GULFPORT","23"
"4508","ROSWELL","30"
"7418","TEXAS CITY","42"
"3926","SPARKS","27"
"1964","ELKHART","13"
"5550","NEWARK","34"
"2260","SALINA","15"
"1113","NORTH MIAMI","9"
"7904","VANCOUVER","46"
"7279","TEMPLE","42"
"3916","NORTH LAS VEGAS","27"
"841","LONGMONT","5"
"7326","HARLINGEN","42"
"565","LYNWOOD","4"
"5239","WILMINGTON","32"
"7311","BRYAN","42"
"4513","LAS CRUCES","30"
"4485","PLAINFIELD","29"
"5729","ENID","35"
"1054","MELBOURNE","9"
"553","HUNTINGTON PARK","4"
"7100","RAPID CITY","40"
"7277","KILLEEN","42"
"5155","GASTONIA","32"
"166060","ST. CLOUD","22"
"142","DOTHAN","1"
"1268","LAKELAND","9"
"1279","SARASOTA","9"
"7197","JACKSON","41"
"8002","YAKIMA","46"
"2496","BOSSIER CITY","17"
"1067","POMPANO BEACH","9"
"4428","PASSAIC","29"
"1763","ELGIN","12"
"4192","VINELAND","29"
"1295","DAYTONA BEACH","9"
"2134","COUNCIL BLUFFS","14"
"7979","EVERETT","46"
"7207","CLARKSVILLE","41"
"6977","NORTH CHARLESTON","39"
"7007","GREENVILLE","39"
"550","HAWTHORNE","4"
"1213","WEST PALM BEACH","9"
"3163","WYOMING","21"
"401","NORTH LITTLE ROCK","3"
"5125","FAYETTEVILLE","32"
"7429","LONGVIEW","42"
"2574","PORTLAND","18"
"7754","OGDEN","43"
"1804","WAUKEGAN","12"
"49203","CHARLESTON","39"
"108828","FEDERAL WAY","46"
"7612","TYLER","42"
"1010","WILMINGTON","7"
"409","FORT SMITH","3"
"1036","GAINESVILLE","9"
"7651","SAN ANGELO","42"
"228","TUSCALOOSA","1"
"465","RICHMOND","4"
"1373","ALBANY","10"
"711","OCEANSIDE","4"
"6144","READING","37"
"1927","JOLIET","12"
"1758","AURORA","12"
"786","VALLEJO","4"
"2158","SIOUX CITY","14"
"537","COMPTON","4"
"2518","LAFAYETTE","17"
"7099","SIOUX FALLS","40"
"1170","TALLAHASSEE","9"
"1103","MIAMI BEACH","9"
"7325","BROWNSVILLE","42"
"7390","ODESSA","42"
"7586","AMARILLO","42"
"2862","LOWELL","20"
"577","POMONA","4"
"7678","WICHITA FALLS","42"
"555","INGLEWOOD","4"
"7065","COLUMBIA","39"
"886","PUEBLO","5"
"197256","MIAMI GARDENS","9"
"1903","SPRINGFIELD","12"
"433","BERKELEY","4"
"3925","RENO","27"
"7544","WACO","42"
"4477","ELIZABETH","29"
"2267","TOPEKA","15"
"700","SAN BERNARDINO","4"
"84691","MORENO VALLEY","4"
"950","NEW HAVEN","6"
"1197","ORLANDO","9"
"831","AURORA","5"
"5148","WINSTON-SALEM","32"
"914","BRIDGEPORT","6"
"3691","SPRINGFIELD","24"
"1942","ROCKFORD","12"
"4429","PATERSON","29"
"167","HUNTSVILLE","1"
"7876","NEWPORT NEWS","45"
"2825","SPRINGFIELD","20"
"7160","CHATTANOOGA","41"
"6933","PROVIDENCE","38"
"1063","FORT LAUDERDALE","9"
"718","STOCKTON","4"
"400","LITTLE ROCK","3"
"7724","SALT LAKE CITY","43"
"7964","TACOMA","46"
"682","RIVERSIDE","4"
"8385","ANCHORAGE","50"
"7532","LUBBOCK","42"
"3157","GRAND RAPIDS","21"
"2497","SHREVEPORT","17"
"25","MOBILE","1"
"2507","BATON ROUGE","17"
"479","FRESNO","4"
"164126","ST. PETERSBURG","9"
"1147","TAMPA","9"
"2264","WICHITA","15"
"5212","CHARLOTTE","32"
"4507","ALBUQUERQUE","30"
"1102","MIAMI","9"
"439","OAKLAND","4"
"7652","AUSTIN","42"
"3464","MINNEAPOLIS","22"
"5855","TULSA","35"
"1309","ATLANTA","10"
"5946","PORTLAND","36"
"1950","INDIANAPOLIS","13"
"5799","OKLAHOMA CITY","35"
"7626","FORT WORTH","42"
"7131","NASHVILLE","41"
"830","DENVER","5"
"7891","SEATTLE","46"
"1035","WASHINGTON","8"
"1123","JACKSONVILLE","9"
"129418","CHARLOTTE-MECKLENBURG PD","32"
"2928","BOSTON","20"
"5372","COLUMBUS","34"
"7103","MEMPHIS","41"
"713","SAN FRANCISCO","4"
"7258","DALLAS","42"
"23983","HOUSTON","42"
"564","LOS ANGELES","4"
