"","city","state"
"232","DORA","1"
"5984","BALDWIN TOWNSHIP","37"
"7599","OVERTON","42"
"3724","PARKVILLE","24"
"6272","EMPORIUM","37"
"2775","OAK BLUFFS","20"
"8596","CARBON HILL","1"
"2985","WAYLAND","21"
"5238","CAROLINA BEACH","32"
"7777","HILLSVILLE","45"
"74111","DUNCAN","39"
"7038","LEXINGTON","39"
"2490","KINDER","17"
"3322","CROSWELL","21"
"7735","SALINA","43"
"47470","SPRUCE PINE","32"
"7520","OLTON","42"
"5174","SCOTLAND NECK","32"
"6948","CALHOUN FALLS","39"
"7541","MART","42"
"1543","MCCALL","11"
"5188","MURFREESBORO","32"
"88789","WEST CARTHAGE VILLAGE","31"
"208","CALERA","1"
"6736","WALNUTPORT","37"
"7115","CARYVILLE","41"
"5067","WINDSOR","32"
"3124","LAKE ODESSA","21"
"5822","HARTSHORNE","35"
"4230","SWEDESBORO","29"
"22154","CLEVES","34"
"1340","SAVANNAH BEACH","10"
"2166","ELLINWOOD","15"
"5320","ZEBULON","32"
"20332","BRUCE","23"
"5251","HILLSBOROUGH","32"
"526","AVALON","4"
"1200","EATONVILLE","9"
"99345","WELLFORD","39"
"7789","PEARISBURG","45"
"3570","STAPLES","22"
"174232","KAHOKA","24"
"1415","HAMPTON","10"
"29","BAYOU LA BATRE","1"
"7465","MALAKOFF","42"
"1129","FLAGLER BEACH","9"
"369","STAR CITY","3"
"2495","SIMMESPORT","17"
"200152","MARLBOROUGH","28"
"7733","MOUNT PLEASANT","43"
"231","CORDOVA","1"
"7531","IDALOU","42"
"6951","NEW ELLENTON","39"
"12137","EUPORA","23"
"144344","YANCEYVILLE","32"
"2373","EMINENCE","16"
"7440","KOUNTZE","42"
"7073","LANDRUM","39"
"11010","KENTWOOD","17"
"222","LINCOLN","1"
"2253","SOUTH HUTCHINSON","15"
"5638","JACKSON TOWNSHIP","34"
"10721","STERLING","15"
"104864","MESQUITE","27"
"156088","CAMDEN","7"
"7021","LORIS","39"
"6761","MCADOO","37"
"3640","MAGNOLIA","23"
"16255","WAVERLY","45"
"3435","CROSBY","22"
"15382","SAINT MATTHEWS","39"
"197","BRUNDIDGE","1"
"3037","EAST JORDAN","21"
"111046","NEW CHICAGO","13"
"8039","MOOREFIELD","47"
"191037","STEELE","24"
"3327","SANDUSKY","21"
"9284","RANGELY","5"
"7048","MCCOLL","39"
"3681","PLATTSBURG","24"
"7601","SAN AUGUSTINE","42"
"169051","ST. GEORGE","39"
"2324","OAK GROVE","16"
"6748","WATSONTOWN","37"
"6082","RANKIN","37"
"7125","TAZEWELL","41"
"5452","WALTON HILLS","34"
"9816","WRENS","10"
"1046","PANAMA CITY BEACH","9"
"4180","SEA ISLE CITY","29"
"7040","SOUTH CONGAREE","39"
"116","TALLASSEE","1"
"109183","OSCEOLA","48"
"138544","SISSETON","40"
"2239","COUNCIL GROVE","15"
"108199","HALE CENTER","42"
"5360","LISBON","33"
"182547","LAWSON","24"
"119180","ERATH","17"
"4098","SOUTH HACKENSACK","29"
"5751","NEWKIRK","35"
"1534","KELLOGG","11"
"7003","TIMMONSVILLE","39"
"2632","MACHIAS","18"
"7145","DECHERD","41"
"702","ADELANTO","4"
"7810","CREWE","45"
"12070","SHAW","23"
"5766","PRAGUE","35"
"4015","LEE","28"
"7641","WESTWORTH","42"
"20338","COLLINS","23"
"15489","CHAMBERLAIN","40"
"4857","PHOENIX VILLAGE","31"
"7142","SEWANEE","41"
"8232","DARLINGTON","48"
"113462","ANGOLA VILLAGE","31"
"8350","LOVELL","49"
"3095","JONESVILLE","21"
"7668","BROOKSHIRE","42"
"412","MOUNTAIN VIEW","3"
"3003","BRIDGMAN","21"
"12202","MARCELINE","24"
"7456","WEBSTER","42"
"8399","PALMER","50"
"6396","EDDYSTONE","37"
"5626","NEW BOSTON","34"
"180722","WALKERTON","13"
"7328","LOS FRESNOS","42"
"123609","DE LEON","42"
"330","EUDORA","3"
"6035","BRADDOCK","37"
"52280","CHICKAMAUGA","10"
"25561","AUGUSTA","3"
"8359","GLENROCK","49"
"1240","PORT RICHEY","9"
"9233","CARBONDALE","5"
"3340","CASS CITY","21"
"11471","BRONSON","21"
"8180","WISCONSIN DELLS","48"
"10147","COLONA","12"
"14114","JAY","35"
"74","LINEVILLE","1"
"2201","ANTHONY","15"
"5499","ELMWOOD PLACE","34"
"2726","BERLIN","19"
"7613","WHITEHOUSE","42"
"3221","MONTAGUE","21"
"80427","FORT PLAIN VILLAGE","31"
"3280","REED CITY","21"
"137495","ESTACADA","36"
"49621","FERRIS","42"
"3955","BRISTOL","28"
"5613","WINDHAM","34"
"5732","WYNNEWOOD","35"
"7242","HARTSVILLE","41"
"70363","MORENCI","21"
"5282","MADISON","32"
"1500","KETCHUM","11"
"14194","NICOMA PARK","35"
"375","CARLISLE","3"
"6448","SOUTH CONNELLSVILLE","37"
"250019","FLANDREAU","40"
"46286","NORTHUMBERLAND","28"
"8402","HOMER","50"
"44881","JONESVILLE","17"
"5918","MADRAS","36"
"5886","BANDON","36"
"61","CENTRE","1"
"91246","PANHANDLE","42"
"3949","COLEBROOK","28"
"1262","DUNDEE","9"
"6405","MARCUS HOOK","37"
"7411","SEAGRAVES","42"
"94","HANCEVILLE","1"
"5116","TABOR CITY","32"
"1172","WILLISTON","9"
"5813","HOMINY","35"
"3615","BELZONI","23"
"20707","NORTHWOOD","28"
"106131","MAXTON","32"
"6902","WRIGHTSVILLE","37"
"9858","REIDSVILLE","10"
"6169","ROARING SPRING","37"
"2048","WEST TERRE HAUTE","13"
"7749","SALEM","43"
"5279","PEMBROKE","32"
"10318","ALORTON","12"
"2568","LIMESTONE","18"
"12044","WABASHA","22"
"110903","WENDELL","11"
"5692","STILWELL","35"
"166585","SOUTH HACKENSACK TOWNSHI","29"
"36982","CLINTON","21"
"3175","FOWLERVILLE","21"
"31118","LAKEVIEW","36"
"7911","WOODLAND","46"
"166059","PAYNESVILLE","22"
"3637","MACON","23"
"2340","FULTON","16"
"55032","GIBBSBORO","29"
"3166","IMLAY CITY","21"
"3172","HUDSON","21"
"254","WILLIAMS","2"
"3059","NORWAY","21"
"2947","HARDWICK","20"
"8390","NOME","50"
"10293","POLO","12"
"3126","EAST TAWAS","21"
"8075","WELCH","47"
"6997","JOHNSTON","39"
"23850","JELLICO","41"
"3783","WELLSTON","24"
"10360","TILTON","12"
"165679","ST. IGNACE","21"
"5172","ENFIELD","32"
"22455","MARIETTA","35"
"161260","ALAMO","41"
"7802","CHASE CITY","45"
"6443","BROWNSVILLE","37"
"3714","CANTON","24"
"17096","DERMOTT","3"
"997","HARRINGTON","7"
"4518","BAYARD","30"
"445","JACKSON","4"
"20646","WAKEFIELD","28"
"7995","BLAINE","46"
"343","EARLE","3"
"164485","ST. MARIES","11"
"7644","PANTEGO","42"
"7122","ASHLAND CITY","41"
"7343","PRINCETON","42"
"5928","VENETA","36"
"2433","CALVERT CITY","16"
"3350","HARTFORD","21"
"3293","CHESANING","21"
"11673","CARLETON","21"
"99326","CENTRAL","39"
"135","HARTFORD","1"
"18110","LAKE HELEN","9"
"7522","HALLETTSVILLE","42"
"6470","MOUNT UNION","37"
"5334","WILKESBORO","32"
"154833","GRANGER","46"
"6964","BLACKVILLE","39"
"63758","TAOS PUEBLO TRIBAL","30"
"14314","PHOENIX","36"
"161692","HOWE","42"
"5832","ANTLERS","35"
"1854","HENRY","12"
"3536","OLIVIA","22"
"142502","MILLVILLE","20"
"331","LAKE VILLAGE","3"
"47639","BETHEL","34"
"5625","GIBSONBURG","34"
"1037","HIGH SPRINGS","9"
"5074","SOUTHPORT","32"
"24351","LINDALE","42"
"3626","VERONA","23"
"4782","BOONVILLE","31"
"12944","SANTA ROSA","30"
"52664","AMBOY","12"
"50054","SWANTON","44"
"7372","WILMER","42"
"32546","EARLY","42"
"2541","BALDWIN","17"
"288225","SENECA FALLS TOWN","31"
"80603","GROTON VILLAGE","31"
"80373","LAKE PLACID VILLAGE","31"
"7473","HIDALGO","42"
"4384","RIVERDALE","29"
"100750","SLINGER","48"
"2606","DIXFIELD","18"
"5400","NEW RICHMOND","34"
"6392","COLWYN","37"
"161337","MOUNTAIN CITY","41"
"39333","WOODSFIELD","34"
"74848","SANTAQUIN","43"
"146","BRIDGEPORT","1"
"16358","PACIFIC","46"
"8220","WATERLOO","48"
"15601","ALGOOD","41"
"3606","LUCEDALE","23"
"8369","KEMMERER","49"
"2217","GARDNER","15"
"8231","HOLMEN","48"
"192","ALICEVILLE","1"
"2188","HERINGTON","15"
"5278","FAIRMONT","32"
"5101","MAIDEN","32"
"2503","HAYNESVILLE","17"
"453","ANGELS CAMP","4"
"1351","HOMERVILLE","10"
"3680","CAMERON","24"
"6697","TELFORD","37"
"3561","MELROSE","22"
"1155","MONTICELLO","9"
"7054","WESTMINSTER","39"
"217","YORK","1"
"1445","DALLAS","10"
"3928","ALTON","28"
"3087","GLADWIN","21"
"70975","MOLINE ACRES","24"
"5742","STIGLER","35"
"8503","EAST BREWTON","1"
"80625","GRANVILLE VILLAGE","31"
"233","SUMITON","1"
"7389","RANGER","42"
"4173","WOODLYNNE","29"
"1430","EAST DUBLIN","10"
"7851","COLONIAL BEACH","45"
"4707","DOLGEVILLE","31"
"158497","ANTRIM","28"
"7563","DAINGERFIELD","42"
"6382","MILLERSBURG","37"
"642","NEVADA CITY","4"
"9201","GLENDALE","5"
"6425","PARKSIDE BORO","37"
"15725","FARMERSVILLE","42"
"190504","LAKE CRYSTAL","22"
"238327","MIFFLIN TOWNSHIP","34"
"92379","SPOONER","48"
"6088","VERONA","37"
"1428","LAKELAND","10"
"7906","DAYTON","46"
"75167","LUMMI TRIBAL","46"
"80553","CORINTH VILLAGE","31"
"3815","CONRAD","25"
"5240","WRIGHTSVILLE BEACH","32"
"7922","ELMA","46"
"3068","CLIO","21"
"58322","TAHOKA","42"
"20","ADAMSVILLE","1"
"108293","JUNCTION","42"
"5831","MCLOUD","35"
"7301","HOOKS","42"
"1458","SYLVANIA","10"
"5521","WOODLAWN","34"
"227247","WOLF POINT","25"
"6278","WEATHERLY","37"
"5881","WARRENTON","36"
"14147","HEAVENER","35"
"161299","BEAN STATION","41"
"5644","LAKEMORE","34"
"182431","KNOB NOSTER","24"
"4186","WOODBINE","29"
"4996","CLYDE","31"
"158492","CAMPTON","28"
"5584","COVINGTON","34"
"7597","WINTERS","42"
"5844","MULDROW","35"
"6984","PAGELAND","39"
"138","GREENSBORO","1"
"3036","CHARLEVOIX","21"
"7138","NEWBERN","41"
"3346","VASSAR","21"
"128331","ROLLINSFORD","28"
"3355","COVERT TOWNSHIP","21"
"4401","LAKEHURST","29"
"1075","LAUDERDALE-BY-THE-SEA","9"
"3661","VANDALIA","24"
"1350","LAKE CITY","10"
"6480","REYNOLDSVILLE","37"
"308","PARKER","2"
"5785","DAVIS","35"
"3431","DILWORTH","22"
"26003","VAIL","5"
"4110","BEVERLY","29"
"80628","WHITEHALL VILLAGE","31"
"5379","LOUDONVILLE","34"
"29073","BRANSON","24"
"5765","CHANDLER","35"
"12281","POTOSI","24"
"6996","EDGEFIELD","39"
"480","HURON","4"
"4534","DULCE TRIBAL POLICE","30"
"57","WEAVER","1"
"3837","VALENTINE","26"
"7215","MONTEREY","41"
"3155","CEDAR SPRINGS","21"
"1799","ROUND LAKE","12"
"866","LEADVILLE","5"
"163169","WARD","3"
"4379","NETCONG","29"
"9942","CAIRO","12"
"7308","RICHWOOD","42"
"7812","ORANGE","45"
"12062","GOODVIEW","22"
"213985","LITTLE FLOCK","3"
"1496","SAINT MARIES","11"
"6102","MIDLAND","37"
"102158","TYBEE ISLAND","10"
"1476","WEST POINT","10"
"32496","SEYMOUR","42"
"14714","PARKESBURG","37"
"1090","CRYSTAL RIVER","9"
"231248","CACTUS","42"
"10447","DUNKIRK","13"
"2624","RICHMOND","18"
"2607","MEXICO","18"
"625","ALTURAS","4"
"96243","OSAGE BEACH","24"
"5907","BURNS","36"
"209","COLUMBIANA","1"
"91623","TRINITY","42"
"9558","FRUITLAND PARK","9"
"5777","EUFAULA","35"
"408","WALDRON","3"
"7366","HUTCHINS","42"
"140","ABBEVILLE","1"
"2185","GIRARD","15"
"1459","DONALSONVILLE","10"
"2712","CRISFIELD","19"
"3555","JORDAN","22"
"92067","COLFAX","46"
"1292","WILDWOOD","9"
"2534","MANY","17"
"3254","OXFORD","21"
"26707","HEYBURN","11"
"5767","STROUD","35"
"118549","HEPHZIBAH","10"
"81467","CORDELL","35"
"1856","HAVANA","12"
"2161","CLARION","14"
"3228","WHITEHALL","21"
"495","RIO DELL","4"
"7504","ALVARADO","42"
"3486","CALEDONIA","22"
"5738","MANGUM","35"
"314","HAMBURG","3"
"250531","SCHULENBURG","42"
"7397","DUBLIN","42"
"5304","ELKIN","32"
"7592","REFUGIO","42"
"4729","NUNDA TOWN AND VILLAGE","31"
"2724","FRUITLAND","19"
"7017","HAMPTON","39"
"7067","SALUDA","39"
"5601","GERMAN TOWNSHIP","34"
"7080","CLOVER","39"
"99387","BOX ELDER","40"
"3247","LAKE ORION","21"
"124355","NORTH BEND","46"
"3950","GORHAM","28"
"24037","BRAZORIA","42"
"87818","BUCKNER","24"
"3569","LONG PRAIRIE","22"
"341","ALMA","3"
"50238","FORKS","46"
"8227","KEWAUNEE","48"
"3739","BEL-RIDGE","24"
"3246","KEEGO HARBOR","21"
"162766","LAC DU FLAMBEAU","48"
"7559","NOCONA","42"
"514","CALIFORNIA CITY","4"
"6744","KULPMONT","37"
"1173","MADISON","9"
"5915","EAGLE POINT","36"
"7615","SONORA","42"
"20450","PEVELY","24"
"2376","DAWSON SPRINGS","16"
"7539","LACY-LAKEVIEW","42"
"7899","CHELAN","46"
"3092","ITHACA","21"
"7676","ELECTRA","42"
"154504","BERLIN","44"
"8006","PHILIPPI","47"
"7960","RAYMOND","46"
"7386","FREER","42"
"3492","MORA","22"
"3551","PROCTOR","22"
"7662","CANTON","42"
"5195","BENSON","32"
"7902","BATTLE GROUND","46"
"373","ENGLAND","3"
"8391","PETERSBURG","50"
"12960","BERNALILLO","30"
"91019","CANTON","40"
"8051","CHARLES TOWN","47"
"5730","LINDSAY","35"
"14125","TUTTLE","35"
"8432","CITRONELLE","1"
"1517","GOODING","11"
"7004","ANDREWS","39"
"874","FRUITA","5"
"6966","PORT ROYAL","39"
"6180","TOWANDA","37"
"5181","ERWIN","32"
"2118","ONAWA","14"
"4832","GREENWOOD LAKE","31"
"182356","BUFFALO","24"
"7245","JOHNSON CITY","41"
"16882","HEFLIN","1"
"8013","FOLLANSBEE","47"
"182509","HAYTI","24"
"776","MOUNT SHASTA","4"
"97824","BEULAH","33"
"3771","RIVERVIEW","24"
"2191","BALDWIN CITY","15"
"7282","BALCONES HEIGHTS","42"
"80406","MOUNT MORRIS VILLAGE","31"
"48683","UPLAND","37"
"59","LAFAYETTE","1"
"5140","WARSAW","32"
"729","BRISBANE","4"
"7268","BELLVILLE","42"
"3488","PARK RAPIDS","22"
"60852","OROFINO","11"
"166327","CUT BANK","25"
"7439","QUANAH","42"
"3991","PITTSFIELD","28"
"7470","EDCOUCH","42"
"2750","LANESBORO","20"
"5135","WALLACE","32"
"3819","GLASGOW","25"
"16","BRIGHTON","1"
"778","WEED","4"
"5878","SANDY","36"
"8364","THERMOPOLIS","49"
"22482","OKEMAH","35"
"5539","FAIRPORT HARBOR","34"
"1007","MIDDLETOWN","7"
"858","WALSENBURG","5"
"6998","WINNSBORO","39"
"803","HUGHSON","4"
"41626","BELLOWS FALLS","44"
"135658","WEST WENDOVER","27"
"6094","FORD CITY","37"
"28924","IUKA","23"
"178740","ELLSWORTH","48"
"3726","RIVERSIDE","24"
"5105","LONGVIEW","32"
"2192","EUDORA","15"
"1270","MULBERRY","9"
"16399","MONROE","46"
"9249","BURLINGTON","5"
"2741","PROVINCETOWN","20"
"6871","TRAFFORD","37"
"9230","FLORENCE","5"
"5753","TONKAWA","35"
"3281","GAYLORD","21"
"17897","SEMINOLE TRIBAL","9"
"218","LIVINGSTON","1"
"327","BERRYVILLE","3"
"2776","TISBURY","20"
"6957","PENDLETON","39"
"7511","STAMFORD","42"
"6961","DENMARK","39"
"5699","WATONGA","35"
"7011","TRAVELERS REST","39"
"3160","ROCKFORD","21"
"3328","MANISTIQUE","21"
"7064","PICKENS","39"
"7198","SOUTH PITTSBURG","41"
"3078","MOUNT MORRIS","21"
"41914","UNION GAP","46"
"24671","FOLKS","46"
"8384","NEWCASTLE","49"
"1140","WAUCHULA","9"
"3043","CLARE","21"
"7063","LIBERTY","39"
"3568","BENSON","22"
"8105","WILLIAMSON","47"
"121934","BUCKEYE LAKE","34"
"100570","BARRON","48"
"201649","MILLERSBURG","34"
"3106","BAD AXE","21"
"14268","MOLALLA","36"
"2631","CALAIS","18"
"5149","LOUISBURG","32"
"3169","BLISSFIELD","21"
"1017","LAUREL","7"
"7606","TAFT","42"
"1132","CHATTAHOOCHEE","9"
"4405","LONG BEACH TOWNSHIP","29"
"118","MILLBROOK","1"
"80536","SOUTH NYACK VILLAGE","31"
"5899","MYRTLE CREEK","36"
"3359","MILAN","21"
"182385","BETHANY","24"
"6963","WILLISTON","39"
"6803","MANSFIELD","37"
"3015","CHIKAMING TOWNSHIP","21"
"1518","GRANGEVILLE","11"
"204739","LAC DU FLAMBEAU TRIBAL","48"
"334","CORNING","3"
"251","WILLCOX","2"
"224","DADEVILLE","1"
"3035","BOYNE CITY","21"
"472","CRESCENT CITY","4"
"80499","GREENWOOD LAKE VILLAGE","31"
"19858","EATON RAPIDS","21"
"3842","BROKEN BOW","26"
"5652","RICHFIELD","34"
"2170","HIAWATHA","15"
"2556","LIVERMORE FALLS","18"
"620","DOS PALOS","4"
"2509","MAMOU","17"
"190","MARION","1"
"3364","BELLEVILLE","21"
"5930","TOLEDO","36"
"7965","BUCKLEY","46"
"7204","MOUNT PLEASANT","41"
"3507","PRINCETON","22"
"162603","MARSHALL VILLAGE","48"
"6022","HOMESTEAD","37"
"20378","MORTON","23"
"116578","BAINBRIDGE ISLAND","46"
"14159","NEWCASTLE","35"
"1420","OCILLA","10"
"7377","LAKE DALLAS","42"
"7590","CLARKSVILLE","42"
"3587","BRECKENRIDGE","22"
"3353","PAW PAW","21"
"2175","COLUMBUS","15"
"5551","GRANVILLE","34"
"3956","ENFIELD","28"
"8396","VALDEZ","50"
"3733","WENTZVILLE","24"
"5864","DEWEY","35"
"2692","CAPITOL HEIGHTS","19"
"28916","WIGGINS","23"
"1448","BLACKSHEAR","10"
"48446","ATHENS","37"
"4993","WHITEHALL","31"
"89298","SPENCER","32"
"142869","SAINT FRANCIS","22"
"5404","BLANCHESTER","34"
"7273","SMITHVILLE","42"
"2686","CHESTERTOWN","19"
"5315","FUQUAY-VARINA","32"
"6638","PYMATUNING TOWNSHIP","37"
"7224","GATLINBURG","41"
"7079","KINGSTREE","39"
"4122","HAINESPORT TOWNSHIP","29"
"385","PRESCOTT","3"
"7693","OLNEY","42"
"5333","NORTH WILKESBORO","32"
"4185","WILDWOOD CREST","29"
"1310","ALMA","10"
"7320","MARBLE FALLS","42"
"6952","ALLENDALE","39"
"311","DE WITT","3"
"18685","GILLESPIE","12"
"3935","TILTON","28"
"6802","WELLSBORO","37"
"6084","SHARPSBURG","37"
"5925","JUNCTION CITY","36"
"80531","HOOSICK FALLS VILLAGE","31"
"2475","MORGANFIELD","16"
"3951","LANCASTER","28"
"8268","MINOCQUA","48"
"9827","MONTEZUMA","10"
"50239","SEQUIM","46"
"8222","MAUSTON","48"
"3769","PINE LAWN","24"
"815","SONORA","4"
"7358","COCKRELL HILL","42"
"153761","MADISONVILLE","41"
"163041","ST. JOHNS","2"
"8376","WHEATLAND","49"
"182351","CUBA","24"
"258277","LINCOLN HEIGHTS","34"
"5527","CADIZ","34"
"1404","NORCROSS","10"
"87941","POLSON","25"
"5478","SWANTON","34"
"3491","JACKSON","22"
"6300","SPRING CITY","37"
"5535","MINGO JUNCTION","34"
"5842","WEWOKA","35"
"7034","BISHOPVILLE","39"
"16393","ARLINGTON","46"
"2278","EDWARDSVILLE","15"
"8365","BUFFALO","49"
"12258","PAGEDALE","24"
"28418","SPARTA","21"
"103608","CLINTON","18"
"7484","GRANBURY","42"
"9232","RIFLE","5"
"7523","YOAKUM","42"
"3578","NEWPORT","22"
"352","OZARK","3"
"503","BISHOP","4"
"48728","BLAIRSVILLE","37"
"2546","FARMERVILLE","17"
"3701","SUGAR CREEK","24"
"3332","DURAND","21"
"7006","FOUNTAIN INN","39"
"9280","ASPEN","5"
"7493","JACKSBORO","42"
"1450","ROCKMART","10"
"61906","OXFORD","18"
"187751","GOSNELL","3"
"1331","VILLA RICA","10"
"7344","COLUMBUS","42"
"10272","PONTOON BEACH","12"
"4138","WESTAMPTON","29"
"7345","EAGLE LAKE","42"
"971","STAFFORD SPRINGS","6"
"3475","WAYZATA","22"
"1231","SOUTH BAY","9"
"6077","MOUNT OLIVER","37"
"2504","FERRIDAY","17"
"8215","BLACK RIVER FALLS","48"
"5458","HICKSVILLE","34"
"4544","TAOS","30"
"1563","BREESE","12"
"5189","RAEFORD","32"
"84","EVERGREEN","1"
"80632","LYONS VILLAGE","31"
"158473","BARNSTEAD","28"
"1480","ROSSVILLE","10"
"4470","STANHOPE","29"
"5508","LOCKLAND","34"
"4026","BUENA","29"
"41918","WAPATO","46"
"6960","BAMBERG","39"
"297","FLORENCE","2"
"5814","PAWHUSKA","35"
"2561","FORT FAIRFIELD","18"
"210315","GEORGETOWN","34"
"1038","ALACHUA","9"
"3981","BOSCAWEN","28"
"4258","HIGH BRIDGE","29"
"7809","BLACKSTONE","45"
"6956","HONEA PATH","39"
"5276","RED SPRINGS","32"
"788","COTATI","4"
"1452","HAWKINSVILLE","10"
"1640","SOUTH CHICAGO HEIGHTS","12"
"3545","ELY","22"
"267","BUCKEYE","2"
"3947","WINCHESTER","28"
"75132","MILTON","46"
"3958","HAVERHILL","28"
"1425","MILLEN","10"
"2261","SCOTT CITY","15"
"1533","AMERICAN FALLS","11"
"27067","VENICE","12"
"372","PARIS","3"
"7696","TREMONTON","43"
"2728","POCOMOKE CITY","19"
"3564","WAITE PARK","22"
"3645","MAGEE","23"
"7581","FRIONA","42"
"74218","ETOWAH","41"
"6740","NORTHUMBERLAND","37"
"4105","WASHINGTON TOWNSHIP","29"
"96394","BELGRADE","25"
"8262","WEST MILWAUKEE","48"
"8397","BETHEL","50"
"131377","SAN DIEGO","42"
"36370","FRANKLINTON","17"
"1539","BUHL","11"
"5055","WADESBORO","32"
"1329","METTER","10"
"182318","EL DORADO SPRINGS","24"
"2578","BRIDGTON","18"
"4551","LOS LUNAS","30"
"158479","OSSIPEE","28"
"5071","ELIZABETHTOWN","32"
"7917","QUINCY","46"
"2248","LARNED","15"
"4175","CAPE MAY","29"
"32917","HEMPSTEAD","42"
"7053","WALHALLA","39"
"3546","EVELETH","22"
"7710","WEST BOUNTIFUL","43"
"7035","BATESBURG","39"
"745","GUADALUPE","4"
"87928","WARRENTON","24"
"3204","NEGAUNEE","21"
"7547","MADISONVILLE","42"
"9857","GLENNVILLE","10"
"7948","TUKWILA","46"
"111417","JACKSON","17"
"3705","CRYSTAL CITY","24"
"99662","SANGER","42"
"2234","BELOIT","15"
"5756","HOBART","35"
"425","BEEBE","3"
"6103","ROCHESTER","37"
"80677","PERRY VILLAGE","31"
"7878","NORTON","45"
"1321","QUITMAN","10"
"3159","LOWELL","21"
"161403","ONEIDA","41"
"429","DARDANELLE","3"
"7427","GLADEWATER","42"
"4377","MOUNT ARLINGTON","29"
"80376","TUPPER LAKE VILLAGE","31"
"3941","HINSDALE","28"
"5480","GALLIPOLIS","34"
"6967","MONCKS CORNER","39"
"1600","DIXMOOR","12"
"6623","KANE","37"
"7265","ROCKPORT","42"
"7187","HOHENWALD","41"
"7388","EASTLAND","42"
"7596","BALLINGER","42"
"80600","OWEGO VILLAGE","31"
"1247","INDIAN ROCKS BEACH","9"
"5205","MARION","32"
"5504","GOLF MANOR","34"
"7271","BASTROP","42"
"371","BOONEVILLE","3"
"44906","RAYVILLE","17"
"477","FIREBAUGH","4"
"2983","PLAINWELL","21"
"1477","ASHBURN","10"
"5325","PLYMOUTH","32"
"4260","LAMBERTVILLE","29"
"7552","DEVINE","42"
"2982","OTSEGO","21"
"14832","TINICUM TOWNSHIP","37"
"410","BARLING","3"
"5806","SPENCER","35"
"1421","COMMERCE","10"
"3794","DILLON","25"
"434","EMERYVILLE","4"
"1348","MORROW","10"
"80281","MENANDS VILLAGE","31"
"5165","BUTNER","32"
"9219","DELTA","5"
"5665","NEWCOMERSTOWN","34"
"7329","PORT ISABEL","42"
"182658","HOLLISTER","24"
"365","WALNUT RIDGE","3"
"18244","PELHAM","10"
"3734","BONNE TERRE","24"
"5773","BROKEN BOW","35"
"61807","LAKE PROVIDENCE","17"
"159067","LAGUNA TRIBAL","30"
"163202","CHEROKEE VILLAGE","3"
"210296","DELPHOS","34"
"3846","COZAD","26"
"7135","SMITHVILLE","41"
"7524","GIDDINGS","42"
"8207","NORTH FOND DU LAC","48"
"80594","LIBERTY VILLAGE","31"
"7715","ROOSEVELT","43"
"58832","POULSBO","46"
"7557","COLORADO CITY","42"
"2798","ROWLEY","20"
"50059","BRANDON","44"
"8004","SELAH","46"
"638","CALISTOGA","4"
"2585","WILTON","18"
"182470","FREDERICKTOWN","24"
"347","MCGEHEE","3"
"7192","SELMER","41"
"7976","BURLINGTON","46"
"3573","WADENA","22"
"1689","ROSEMONT","12"
"3571","LAKE CITY","22"
"76","ELBA","1"
"3678","NORTH KANSAS CITY","24"
"10266","MADISON","12"
"7638","SANSOM PARK VILLAGE","42"
"787","CLOVERDALE","4"
"6150","WEST READING","37"
"367","MARIANNA","3"
"5366","GRAFTON","33"
"8109","WESTOVER","47"
"219353","STALLINGS","32"
"2498","VIVIAN","17"
"6986","MANNING","39"
"7190","LOUDON","41"
"14840","CHESTER TOWNSHIP","37"
"185909","HUDSON","42"
"3662","LAMAR","24"
"80386","CATSKILL VILLAGE","31"
"9285","MONTE VISTA","5"
"4178","NORTH WILDWOOD","29"
"3655","WATER VALLEY","23"
"3839","SCHUYLER","26"
"481","KERMAN","4"
"80285","ALFRED VILLAGE","31"
"3865","FAIRBURY","26"
"7717","MOAB","43"
"450","GRIDLEY","4"
"2410","LONDON","16"
"7454","TOMBALL","42"
"3339","CARO","21"
"240","HALEYVILLE","1"
"5949","INDEPENDENCE","36"
"11169","TAKOMA PARK PRINCE GEO","19"
"124443","MEDICAL LAKE","46"
"5682","MONTPELIER","34"
"7845","RICHLANDS","45"
"7300","WAKE VILLAGE","42"
"7459","NASSAU BAY","42"
"8309","MEDFORD","48"
"7347","COMANCHE","42"
"7332","PITTSBURG","42"
"182402","GREENWOOD","24"
"7958","OMAK","46"
"36","FOLEY","1"
"618","WILLITS","4"
"269","EL MIRAGE","2"
"484","ORANGE COVE","4"
"7023","NORTH MYRTLE BEACH","39"
"158504","EPSOM","28"
"376","LONOKE","3"
"69425","EDINBURGH","13"
"7353","DALHART","42"
"2608","NORWAY","18"
"4953","LIBERTY","31"
"9535","PORT SAINT JOE","9"
"1894","WASHINGTON PARK","12"
"4254","FLEMINGTON","29"
"59199","DELAVAN TOWN","48"
"7687","DECATUR","42"
"14107","BRISTOW","35"
"2538","BERWICK","17"
"7070","WOODRUFF","39"
"7786","ROCKY MOUNT","45"
"10959","BUNKIE","17"
"2177","BAXTER SPRINGS","15"
"32456","PORTLAND","41"
"2834","HADLEY","20"
"71","THOMASVILLE","1"
"134391","AMITE","17"
"696","NEEDLES","4"
"16725","DELAVAN TOWNSHIP","48"
"2931","ASHBURNHAM","20"
"228463","LONG VIEW","32"
"671","LINCOLN","4"
"6955","BELTON","39"
